Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Credit score,Income
22,male,3,rent,moderate,none,4228,51,radio/TV,good,753,47412
61,female,1,free,moderate,rich,3519,13,furniture/equipment,bad,486,14904
61,male,1,free,NA,moderate,NA,11,radio/TV,bad,555,19481
54,female,3,rent,rich,rich,NA,29,education,bad,612,55945
35,female,2,own,moderate,none,11121,56,car,bad,535,54688
51,male,3,rent,little,none,8687,38,car,bad,665,25069
62,male,3,free,moderate,rich,5756,33,radio/TV,good,801,22379
41,female,3,rent,moderate,rich,3173,19,business,good,591,70305
NA,male,1,own,NA,little,2395,45,business,good,592,35316
45,male,3,NA,rich,moderate,2290,28,NA,good,599,56258
22,female,1,rent,NA,moderate,5882,26,business,good,586,31560
54,male,2,NA,moderate,rich,2967,54,education,good,588,37420
43,female,NA,free,moderate,rich,5262,34,education,good,625,46445
26,male,2,own,rich,rich,9192,27,education,good,559,43127
32,female,2,rent,rich,moderate,6009,60,business,bad,480,42016
34,male,2,rent,little,little,6892,29,radio/TV,good,716,33953
28,male,3,own,moderate,rich,7084,51,business,good,583,88619
62,female,2,own,moderate,little,5350,22,furniture/equipment,bad,535,38692
NA,male,2,own,none,moderate,8571,50,education,good,633,NA
24,male,3,rent,none,rich,6387,NA,education,bad,487,35414
36,male,2,own,moderate,little,4287,29,education,bad,690,19137
35,male,3,rent,none,little,5052,30,education,good,761,38999
48,male,NA,rent,moderate,rich,2989,28,education,good,NA,51129
27,male,1,free,none,rich,5686,27,radio/TV,good,721,45325
28,NA,3,rent,rich,rich,6512,39,radio/TV,good,540,21843
51,female,3,free,little,rich,500,20,business,good,629,50087
50,male,3,NA,moderate,little,4789,29,radio/TV,good,648,30581
44,male,1,own,rich,moderate,3522,37,radio/TV,bad,656,39365
20,male,1,free,little,moderate,7354,31,car,bad,710,29633
59,female,2,own,rich,moderate,5685,51,business,good,696,43957
35,male,1,own,rich,moderate,10702,35,education,bad,655,NA
47,male,3,rent,rich,none,6785,47,furniture/equipment,good,652,NA
50,male,2,free,little,none,4838,58,NA,bad,629,20468
40,male,3,rent,none,moderate,8411,24,furniture/equipment,good,850,59866
46,female,2,free,none,none,8487,37,car,bad,545,31026
NA,female,3,rent,moderate,none,NA,30,radio/TV,bad,NA,49734
27,male,1,rent,rich,NA,NA,37,education,bad,511,28851
21,female,3,free,rich,rich,1981,12,NA,good,694,27209
63,male,1,free,none,none,2401,39,education,good,742,61447
50,female,3,rent,none,none,9510,NA,education,bad,553,51947
24,female,1,own,rich,moderate,6474,NA,education,good,565,33671
41,male,3,own,NA,rich,5222,42,furniture/equipment,good,671,32005
63,female,1,rent,moderate,little,4872,22,education,bad,570,25060
36,male,1,rent,little,moderate,500,12,business,good,431,31287
25,female,1,rent,little,little,5949,11,radio/TV,good,664,29328
22,female,1,NA,rich,little,5983,35,car,bad,583,22660
64,female,2,rent,rich,little,3026,43,furniture/equipment,bad,536,23063
63,male,3,own,little,moderate,3316,36,furniture/equipment,good,NA,NA
NA,NA,1,rent,moderate,rich,6235,43,education,good,582,38437
45,female,1,free,little,rich,8512,43,business,bad,535,35313
44,female,1,own,moderate,none,11699,30,car,bad,459,22034
42,male,1,free,none,rich,2535,NA,radio/TV,good,744,33310
24,female,1,rent,little,NA,6413,58,radio/TV,bad,585,38413
35,female,1,rent,none,moderate,8839,21,business,bad,636,24164
26,male,2,own,none,rich,10427,59,car,bad,591,24830
NA,NA,3,own,rich,rich,5049,31,radio/TV,good,743,41190
41,female,2,own,rich,none,8665,32,radio/TV,bad,753,19090
30,male,1,free,NA,moderate,8487,32,car,good,NA,53881
20,male,1,NA,none,little,6441,36,education,good,660,49244
57,female,2,rent,little,moderate,7104,41,car,good,NA,45962
49,female,3,free,rich,moderate,2698,22,furniture/equipment,good,611,32783
38,female,1,free,moderate,moderate,3385,8,car,good,739,22798
38,NA,3,own,rich,little,8922,17,car,bad,660,10000
53,male,1,own,NA,NA,8383,49,business,bad,NA,20251
20,male,1,own,rich,moderate,10414,21,education,good,616,28446
25,NA,3,own,none,NA,5944,41,NA,bad,525,50413
37,NA,3,own,rich,NA,12591,32,education,bad,614,36865
31,female,2,free,moderate,none,6189,NA,car,bad,582,31446
48,female,3,own,little,rich,NA,48,car,bad,693,28670
23,male,2,rent,moderate,none,4137,55,radio/TV,bad,582,31294
58,female,3,rent,moderate,NA,6160,51,car,bad,629,NA
32,female,2,rent,rich,none,500,36,business,good,597,24821
35,male,3,free,rich,moderate,5626,10,car,bad,800,34298
50,male,2,rent,rich,little,5814,27,furniture/equipment,good,694,38006
28,female,1,NA,none,NA,6530,33,NA,good,NA,55524
33,male,NA,rent,moderate,rich,7198,59,business,bad,676,43954
42,female,2,free,little,little,7320,42,car,good,707,32391
NA,male,3,rent,rich,little,2562,16,car,bad,672,31338
21,male,3,free,moderate,rich,6661,23,NA,bad,NA,38653
NA,NA,1,own,little,none,9904,35,furniture/equipment,bad,651,64986
43,female,1,free,moderate,moderate,2126,20,education,good,791,32660
30,female,1,own,little,NA,9115,NA,business,bad,800,24045
NA,male,1,free,rich,moderate,8806,33,car,bad,608,23216
46,male,1,own,rich,moderate,6387,37,business,good,692,50320
22,male,2,free,NA,moderate,7332,21,business,good,671,12000
29,female,3,own,none,none,8218,35,education,good,650,36452
50,female,2,free,little,moderate,6075,47,NA,good,680,26974
59,female,1,own,rich,none,NA,35,education,good,666,24781
61,male,3,rent,none,NA,6399,49,radio/TV,good,714,25263
40,female,3,rent,rich,little,5904,NA,car,good,718,28391
26,male,3,NA,moderate,moderate,7928,30,radio/TV,bad,598,NA
52,male,3,rent,none,little,843,22,car,good,560,68691
55,female,1,rent,moderate,moderate,4460,26,education,bad,519,22623
51,female,3,free,rich,rich,10143,54,car,bad,615,47528
20,male,3,rent,little,rich,3259,51,car,bad,708,42236
60,male,1,own,rich,rich,8009,10,education,bad,600,47679
34,male,3,free,moderate,rich,3165,33,radio/TV,good,747,34849
56,female,1,rent,little,moderate,3386,54,business,good,580,36183
22,male,3,rent,little,none,7455,53,business,good,378,49636
53,female,3,free,none,NA,3737,43,education,good,746,57032
45,male,3,free,NA,none,6068,46,radio/TV,bad,480,49057
61,female,2,own,moderate,moderate,8059,24,business,good,531,49352
52,female,1,own,little,moderate,9778,45,car,bad,369,32802
48,male,2,rent,rich,NA,6927,11,car,bad,526,29264
20,NA,2,rent,moderate,little,5299,29,car,bad,596,44099
39,male,1,free,none,none,5589,37,education,good,574,59707
52,NA,2,free,moderate,rich,1890,25,business,bad,583,36437
55,male,2,rent,rich,none,4194,39,furniture/equipment,good,562,32661
22,male,1,free,little,little,6598,NA,radio/TV,good,614,51148
29,female,2,own,rich,none,7101,36,car,bad,775,45580
NA,male,2,NA,little,moderate,2248,40,radio/TV,good,625,23282
65,female,2,NA,little,none,7589,26,car,bad,681,28532
58,female,1,own,rich,rich,7523,38,car,good,560,27790
59,female,1,own,little,little,9231,46,radio/TV,good,628,NA
33,female,3,free,little,rich,2885,50,education,good,684,44001
39,male,NA,rent,little,little,4077,39,car,good,604,41895
34,male,1,NA,rich,moderate,6536,36,business,good,612,39284
NA,female,2,rent,rich,rich,7962,26,car,good,831,44695
61,NA,2,own,none,little,7075,26,car,bad,572,37185
46,male,3,free,NA,little,2491,25,business,bad,698,43916
22,female,2,free,moderate,NA,NA,34,education,bad,670,25451
36,male,1,free,moderate,none,5418,23,furniture/equipment,good,660,40321
49,male,3,free,moderate,rich,12406,23,radio/TV,good,754,35397
25,female,1,rent,NA,moderate,5981,26,radio/TV,good,719,46765
40,male,1,free,little,none,11633,59,education,bad,675,36926
43,male,3,own,little,moderate,7728,17,furniture/equipment,bad,579,31164
48,male,2,rent,none,NA,7988,52,furniture/equipment,good,715,37833
59,female,2,own,none,moderate,2789,52,furniture/equipment,good,800,39540
34,male,1,own,none,little,6652,13,education,good,600,47600
20,female,NA,own,NA,little,1784,14,car,good,630,42582
60,female,1,rent,rich,moderate,4303,27,business,good,NA,42194
NA,male,3,free,moderate,rich,4232,NA,furniture/equipment,bad,753,34906
47,male,1,rent,NA,little,7733,34,business,bad,524,47352
40,female,NA,free,moderate,rich,3925,42,car,bad,505,NA
48,male,3,free,none,little,4048,8,NA,good,650,36778
26,male,3,free,little,rich,5872,35,radio/TV,good,731,52965
64,male,NA,free,NA,rich,5845,41,business,good,660,51669
40,female,2,rent,moderate,none,5274,44,radio/TV,good,632,46799
41,NA,1,free,rich,little,6267,36,business,good,595,25751
22,female,1,own,little,moderate,4210,28,radio/TV,bad,486,18764
30,male,NA,free,little,moderate,7436,17,radio/TV,good,739,59660
22,female,NA,own,little,rich,1065,26,radio/TV,good,775,52491
60,female,1,own,rich,moderate,9356,16,business,bad,646,42077
50,female,1,rent,none,rich,5254,35,education,good,675,60554
45,male,1,own,none,none,776,52,business,bad,495,15304
50,male,2,free,little,none,5782,42,education,bad,666,28635
29,male,1,rent,rich,rich,2209,28,education,bad,653,35336
55,male,3,NA,moderate,rich,5364,13,business,good,609,38350
49,NA,3,rent,moderate,moderate,6635,29,business,good,700,31905
55,male,3,own,none,none,7406,9,business,good,NA,45011
23,female,2,rent,NA,none,6940,54,car,bad,731,28038
NA,female,1,own,little,none,2560,41,radio/TV,good,695,44775
22,female,1,NA,none,none,6544,50,education,good,850,33433
40,female,2,own,rich,NA,8837,14,business,good,659,64402
65,female,3,rent,none,none,7481,17,business,bad,571,NA
26,male,1,NA,none,rich,9434,60,furniture/equipment,bad,528,33961
58,male,1,free,moderate,NA,4628,11,furniture/equipment,good,708,23363
NA,female,3,rent,moderate,little,5602,47,car,good,570,49706
NA,NA,2,rent,NA,moderate,4122,19,NA,good,614,33485
55,female,3,rent,rich,moderate,4599,42,radio/TV,bad,736,24615
47,female,3,own,moderate,none,4712,NA,business,good,539,32260
37,female,1,own,little,little,4841,21,car,good,795,45243
62,NA,1,rent,rich,rich,4049,23,furniture/equipment,good,723,33575
33,female,2,free,little,moderate,2332,18,education,good,833,32230
58,male,1,free,NA,little,4962,NA,car,good,613,45050
NA,male,1,own,moderate,rich,500,38,education,good,686,43293
62,female,3,free,moderate,rich,7030,17,furniture/equipment,good,748,49277
24,female,1,free,none,little,NA,21,radio/TV,good,648,26479
45,female,1,own,rich,none,4523,13,car,good,732,63250
60,male,3,own,none,little,500,38,car,good,698,73368
NA,male,2,free,little,rich,4418,20,NA,good,824,44104
30,female,3,NA,moderate,moderate,10127,47,furniture/equipment,bad,621,31146
34,NA,1,free,none,little,4638,39,business,good,630,28773
NA,female,1,own,moderate,rich,9065,35,car,good,584,NA
26,male,2,free,none,little,5796,42,furniture/equipment,good,680,45351
40,male,1,own,rich,none,NA,16,education,good,NA,33790
55,male,3,NA,NA,NA,NA,14,education,bad,573,46992
NA,female,3,rent,rich,little,9776,38,furniture/equipment,good,533,52880
23,male,2,NA,little,little,5324,18,education,good,692,49863
29,male,1,rent,rich,none,6029,16,education,bad,607,34461
42,female,NA,own,NA,little,5844,37,business,bad,NA,17325
53,female,1,free,little,none,7156,32,car,bad,NA,46780
33,female,2,own,rich,little,NA,45,car,bad,317,28143
65,male,3,own,moderate,moderate,10080,29,education,bad,548,20592
44,male,1,rent,little,little,8794,58,car,bad,747,34603
54,female,2,rent,none,none,5252,49,car,bad,754,49771
55,male,3,free,rich,little,8735,60,radio/TV,bad,746,51375
24,female,NA,own,none,moderate,4793,46,business,good,694,38724
45,NA,2,rent,little,rich,4569,38,NA,good,742,NA
49,male,3,free,rich,little,6451,NA,furniture/equipment,bad,565,49561
44,male,3,rent,moderate,none,6660,31,business,bad,701,49195
34,female,3,own,moderate,little,NA,52,furniture/equipment,good,644,52979
53,male,1,own,none,rich,3171,53,furniture/equipment,bad,646,27556
22,female,3,rent,none,none,699,54,business,bad,611,33909
37,female,1,rent,little,rich,5276,13,car,good,628,35335
30,male,2,free,little,rich,12039,25,car,bad,800,36304
48,NA,1,rent,rich,little,2507,49,radio/TV,good,NA,40119
38,female,2,free,rich,none,7727,13,car,good,707,46274
31,male,NA,own,none,little,11277,28,radio/TV,bad,682,32369
43,NA,1,own,moderate,rich,5609,37,business,good,624,38976
22,male,1,own,none,moderate,10240,42,education,bad,445,46652
43,female,1,rent,little,rich,500,27,radio/TV,good,688,52467
47,male,2,free,rich,moderate,7137,33,NA,good,776,56756
64,male,1,own,rich,NA,7137,40,education,bad,636,17080
64,female,1,own,little,none,9020,22,business,bad,572,NA
56,female,3,own,none,little,5586,15,education,bad,560,NA
41,NA,2,free,moderate,rich,4848,37,education,bad,543,NA
56,female,1,own,NA,rich,5058,33,education,good,661,49929
NA,female,3,free,none,little,11001,30,radio/TV,bad,609,51669
55,female,1,own,moderate,rich,8801,11,radio/TV,bad,761,34652
34,male,2,free,NA,rich,6879,40,education,bad,527,44223
58,male,NA,free,none,none,11384,52,car,bad,780,55256
56,male,1,own,none,none,10568,58,NA,bad,457,52578
48,male,2,rent,rich,little,NA,16,business,good,714,34820
27,male,3,own,rich,moderate,7990,29,business,bad,765,25558
25,female,1,own,none,rich,4114,47,furniture/equipment,good,795,62957
22,NA,3,free,little,none,7590,NA,business,bad,646,37790
21,NA,1,rent,moderate,rich,1937,16,car,good,551,69261
60,female,3,free,NA,none,3049,41,radio/TV,bad,441,36275
61,male,1,rent,moderate,little,6060,25,car,bad,519,11344
22,female,2,rent,little,little,5017,32,car,bad,643,33618
35,female,1,free,moderate,moderate,5607,43,car,good,577,35690
42,male,3,rent,rich,rich,3754,49,car,bad,448,65783
33,male,1,own,rich,moderate,5157,43,car,bad,746,29884
59,female,2,own,little,none,4482,21,business,good,800,12958
NA,NA,3,free,little,rich,4194,43,education,good,644,47529
58,male,3,NA,rich,none,10836,56,car,bad,578,40411
46,male,1,free,moderate,moderate,7643,23,education,bad,630,16023
65,male,1,own,rich,little,8685,50,radio/TV,good,532,29672
26,female,2,free,little,none,5569,53,furniture/equipment,bad,749,17146
45,female,1,own,little,none,5334,16,education,good,633,16695
53,female,1,rent,none,moderate,500,11,business,good,591,49798
65,male,1,rent,none,rich,3893,45,NA,good,769,58328
60,male,2,rent,little,moderate,8695,NA,car,bad,520,33326
46,male,2,free,little,none,4941,NA,car,bad,758,32234
44,female,3,free,rich,moderate,12494,8,car,good,NA,56025
64,male,1,free,little,little,5419,55,education,bad,603,16078
32,female,3,own,rich,rich,6656,53,furniture/equipment,good,NA,60456
43,female,3,rent,rich,little,10054,52,furniture/equipment,bad,461,NA
56,female,3,own,none,little,7215,12,business,good,781,52139
38,male,3,rent,rich,none,10022,52,furniture/equipment,bad,570,31411
43,male,1,free,none,moderate,8715,52,radio/TV,bad,665,16968
58,female,2,own,NA,NA,8793,50,radio/TV,good,681,26797
20,female,3,own,little,none,3829,56,business,bad,494,18428
31,male,1,free,moderate,rich,2490,14,furniture/equipment,good,563,27435
44,female,3,rent,rich,rich,6087,46,NA,bad,NA,46055
NA,female,3,rent,moderate,none,6531,54,furniture/equipment,bad,711,NA
52,male,3,free,NA,little,4754,34,furniture/equipment,good,731,43593
65,male,2,own,little,none,7795,NA,radio/TV,bad,655,45559
38,male,3,free,none,little,8439,24,education,bad,643,31700
21,male,3,rent,moderate,moderate,8198,NA,business,bad,488,25386
32,female,2,rent,little,none,12733,29,furniture/equipment,bad,555,40114
31,female,1,rent,moderate,none,7486,60,car,bad,720,23484
51,female,2,own,none,little,12660,57,furniture/equipment,bad,640,60751
47,female,2,free,rich,little,6143,32,education,good,737,57732
23,female,1,free,none,moderate,11193,15,car,bad,478,45869
47,female,2,rent,little,rich,5622,31,education,bad,605,50800
41,female,1,free,NA,little,7781,45,radio/TV,good,553,66127
53,female,1,free,none,little,500,39,radio/TV,good,749,48416
48,female,3,NA,moderate,moderate,6056,36,furniture/equipment,good,497,51293
55,female,2,rent,none,little,5417,48,business,bad,578,33648
NA,male,3,free,none,rich,3841,28,business,bad,NA,40383
25,female,3,rent,little,little,5741,19,car,bad,763,47795
47,male,1,free,rich,rich,6270,17,furniture/equipment,bad,NA,31353
58,female,1,free,none,moderate,6750,50,business,good,767,14587
34,female,3,rent,moderate,little,3110,33,radio/TV,good,558,54442
31,NA,NA,NA,little,little,6462,31,business,good,525,59175
58,NA,2,rent,none,little,5471,28,radio/TV,good,633,62043
52,NA,1,own,moderate,moderate,4730,31,car,good,752,18885
29,female,2,free,moderate,rich,2457,35,car,good,666,56665
40,female,1,own,NA,little,5297,47,business,bad,779,15191
64,male,3,rent,little,rich,3676,52,education,good,NA,34665
31,NA,2,own,none,none,6090,13,furniture/equipment,good,653,39152
63,male,NA,own,little,rich,4989,22,business,good,761,35029
21,female,3,own,little,none,8269,38,business,bad,656,19060
49,female,2,own,rich,NA,7605,10,radio/TV,bad,578,55526
38,female,1,own,rich,little,11166,11,car,bad,NA,63391
31,male,1,own,rich,none,3162,15,car,good,682,NA
47,male,2,free,moderate,moderate,8184,11,NA,bad,400,63744
NA,male,1,rent,rich,little,10236,12,car,bad,488,30886
44,female,2,NA,none,moderate,6781,40,furniture/equipment,good,850,32786
43,male,NA,free,moderate,rich,9241,39,education,bad,610,15320
NA,female,1,free,none,little,6259,22,education,good,558,45020
50,male,1,own,none,moderate,5564,12,car,good,646,56897
57,female,2,NA,rich,little,4695,42,car,good,801,16288
NA,female,1,free,rich,none,11188,12,car,bad,553,23761
44,female,2,rent,none,rich,5597,32,business,bad,763,27295
52,male,2,rent,rich,rich,9683,49,car,bad,577,28791
26,female,1,own,NA,none,3712,39,business,bad,709,29408
NA,male,3,free,rich,none,2796,55,NA,bad,795,13235
32,female,2,free,rich,none,5668,34,furniture/equipment,bad,321,62075
55,female,1,free,rich,moderate,8476,25,education,bad,556,46838
59,male,2,free,little,moderate,4080,48,business,good,353,43489
23,male,2,free,moderate,moderate,3897,38,car,good,616,43932
20,female,2,rent,NA,moderate,5127,42,radio/TV,good,850,62927
39,female,2,free,moderate,moderate,3424,15,education,good,579,29038
33,female,1,own,rich,little,8071,60,radio/TV,bad,646,48070
51,female,1,rent,rich,rich,3463,10,radio/TV,good,656,43251
27,female,2,own,moderate,little,2227,50,education,bad,671,NA
43,female,NA,free,none,rich,7912,29,furniture/equipment,bad,593,59586
60,male,NA,own,none,moderate,5575,32,radio/TV,good,661,20842
55,male,1,free,none,rich,2193,NA,education,bad,546,10000
42,female,2,free,none,little,10411,55,car,bad,597,38436
59,male,1,own,none,moderate,8693,51,furniture/equipment,bad,448,47523
20,male,2,own,moderate,little,10448,49,furniture/equipment,bad,549,10277
31,female,NA,rent,rich,little,10432,46,education,bad,768,29061
42,male,2,rent,none,rich,5930,NA,education,good,830,49139
56,male,3,free,none,none,NA,17,furniture/equipment,good,NA,34746
29,male,1,rent,rich,moderate,4905,20,furniture/equipment,good,NA,41958
50,female,3,NA,none,none,6689,19,business,bad,613,10000
52,male,2,rent,rich,little,7835,22,business,good,806,64181
26,female,3,free,moderate,little,9138,49,furniture/equipment,bad,623,NA
40,male,1,free,moderate,rich,6330,42,education,good,766,20305
42,female,1,free,rich,rich,7903,NA,education,bad,687,40985
44,male,1,own,little,rich,5978,46,business,good,NA,47013
57,male,2,own,moderate,little,8693,26,furniture/equipment,bad,690,48733
43,male,1,rent,moderate,rich,6045,23,radio/TV,good,521,39489
52,female,2,free,moderate,none,5226,NA,car,bad,522,41006
58,male,1,free,little,moderate,7875,19,furniture/equipment,bad,543,20618
30,female,2,rent,little,none,6876,45,furniture/equipment,bad,570,28385
41,female,3,rent,none,none,7020,30,car,good,735,39541
57,NA,2,free,little,none,500,52,radio/TV,good,617,20556
35,male,NA,own,NA,moderate,5289,30,education,good,772,NA
44,male,2,own,rich,NA,10329,36,radio/TV,good,626,33999
36,female,3,rent,NA,moderate,7619,10,furniture/equipment,good,650,NA
29,male,2,NA,moderate,NA,10295,57,car,bad,637,40645
22,male,NA,own,rich,little,5857,15,radio/TV,bad,606,37834
49,female,3,rent,none,none,8382,21,education,good,620,28899
32,female,1,own,rich,none,5878,42,radio/TV,bad,800,25926
20,female,3,NA,moderate,moderate,3451,53,furniture/equipment,good,673,60925
42,female,2,rent,little,none,6851,18,business,bad,425,16063
42,male,2,free,none,none,4562,49,car,good,649,33153
20,female,3,own,rich,none,5011,58,business,bad,709,27053
26,female,1,own,rich,none,7173,NA,furniture/equipment,bad,586,37354
36,male,3,rent,NA,none,1486,42,car,good,NA,40788
31,male,2,rent,little,little,8182,16,furniture/equipment,good,673,28399
44,male,3,rent,rich,little,4049,46,business,good,662,33733
37,NA,2,rent,little,NA,7192,42,business,good,692,42756
32,female,2,rent,little,none,4428,38,business,good,793,36052
31,female,3,rent,rich,rich,5654,9,radio/TV,good,552,61010
42,male,2,own,little,rich,9498,NA,radio/TV,good,819,12000
49,male,1,own,little,rich,10016,56,radio/TV,bad,NA,NA
52,male,2,own,rich,rich,2821,17,radio/TV,good,609,43213
63,female,2,free,moderate,little,4826,34,car,bad,605,47109
59,male,2,free,rich,moderate,6348,NA,NA,good,681,74082
40,male,1,free,little,moderate,NA,NA,radio/TV,bad,483,34393
55,male,2,own,little,none,500,38,car,bad,601,14306
33,male,2,own,little,none,8522,58,car,bad,411,27733
46,male,1,own,rich,little,8052,26,furniture/equipment,bad,800,44215
60,male,3,rent,NA,moderate,4174,12,furniture/equipment,bad,NA,31935
26,female,3,rent,rich,little,3473,29,car,good,675,58890
26,male,3,rent,rich,little,NA,16,car,bad,746,41009
28,male,1,own,moderate,moderate,2216,50,business,good,NA,42433
65,male,2,own,little,none,6338,12,NA,bad,535,21377
47,female,3,free,rich,moderate,5819,21,furniture/equipment,good,726,44570
34,male,2,free,rich,rich,500,28,radio/TV,bad,646,44866
45,male,2,NA,moderate,little,6444,27,furniture/equipment,good,557,44988
63,female,3,own,moderate,none,NA,27,radio/TV,bad,782,39403
21,female,3,own,rich,rich,8306,25,education,good,802,41542
45,female,2,own,little,none,5472,58,business,bad,582,38473
46,male,3,rent,rich,none,5813,25,education,good,758,28997
23,male,3,rent,NA,little,7694,18,car,bad,601,32168
51,female,1,free,none,rich,9604,34,radio/TV,good,679,36032
46,NA,2,NA,rich,little,NA,21,furniture/equipment,good,NA,43345
57,female,2,free,moderate,moderate,6325,22,car,good,742,60078
51,male,3,rent,none,none,7797,28,furniture/equipment,bad,694,58499
45,female,2,rent,none,rich,9123,27,furniture/equipment,good,841,15794
60,male,NA,free,moderate,moderate,5163,57,education,bad,625,40608
22,female,3,NA,moderate,moderate,6359,54,furniture/equipment,good,850,20029
20,male,1,rent,little,moderate,1099,18,furniture/equipment,good,711,55156
25,female,3,free,none,none,4820,50,radio/TV,bad,785,26260
65,female,2,own,NA,moderate,7803,41,radio/TV,good,615,29253
47,female,1,free,moderate,rich,10419,NA,furniture/equipment,bad,765,35478
20,male,1,free,NA,rich,3786,25,radio/TV,good,715,NA
57,male,2,own,none,moderate,2640,59,radio/TV,bad,522,28034
41,female,3,own,moderate,NA,6450,NA,furniture/equipment,bad,725,45381
52,male,2,rent,little,NA,9318,30,education,bad,579,NA
36,female,3,own,moderate,little,6003,20,NA,bad,483,56410
30,male,3,own,none,little,NA,60,NA,bad,NA,28639
42,female,1,NA,rich,little,9357,NA,education,good,765,29053
42,NA,3,rent,rich,rich,6425,54,furniture/equipment,bad,660,45951
51,female,3,own,none,moderate,NA,31,radio/TV,bad,800,NA
64,male,3,rent,none,NA,4451,22,car,bad,742,33772
42,female,2,own,rich,moderate,5208,26,radio/TV,bad,525,23395
NA,female,3,rent,none,little,6597,37,radio/TV,good,NA,30018
63,male,3,free,NA,rich,6236,26,furniture/equipment,bad,700,43736
59,male,2,own,none,little,5171,26,radio/TV,good,751,34231
50,male,2,free,moderate,none,8930,45,furniture/equipment,bad,737,40211
32,male,3,rent,rich,little,666,38,NA,good,451,31980
31,female,1,own,none,little,7177,42,car,good,593,NA
39,male,3,own,little,rich,9625,53,radio/TV,bad,534,29492
42,NA,3,own,none,none,9933,35,furniture/equipment,bad,550,38107
NA,male,1,rent,moderate,rich,5131,43,furniture/equipment,good,498,24049
45,female,2,free,none,none,4370,21,radio/TV,bad,523,35471
65,female,1,own,NA,none,6070,42,education,bad,NA,35286
33,female,1,own,moderate,NA,7601,14,radio/TV,bad,651,NA
53,female,3,own,none,moderate,5412,46,car,bad,484,NA
62,male,1,rent,rich,none,9901,17,education,bad,540,52219
39,female,3,free,little,NA,3253,56,car,bad,692,18149
20,male,2,rent,rich,none,9135,52,car,bad,667,58844
59,female,2,rent,NA,NA,6304,51,radio/TV,good,823,80166
25,female,1,free,rich,little,4370,32,furniture/equipment,bad,588,37430
34,female,2,free,moderate,moderate,2601,45,radio/TV,bad,454,32703
47,NA,1,own,moderate,rich,8350,26,furniture/equipment,good,698,50119
22,male,3,own,little,moderate,7165,28,car,bad,497,17807
50,male,2,free,moderate,moderate,9446,NA,education,good,755,43168
55,female,1,rent,none,rich,4210,52,car,bad,330,NA
38,male,NA,own,none,little,NA,27,car,good,779,35743
64,male,2,free,none,rich,6790,45,furniture/equipment,good,726,65536
22,male,NA,rent,little,moderate,7399,47,business,bad,585,32696
22,female,3,rent,none,moderate,2486,33,education,bad,692,19424
NA,male,1,own,moderate,little,9898,17,car,bad,736,NA
44,female,1,own,moderate,rich,6200,17,furniture/equipment,good,674,27772
44,male,3,rent,moderate,rich,6296,32,radio/TV,bad,771,22128
33,male,3,rent,NA,rich,2622,39,furniture/equipment,bad,486,33129
52,NA,3,rent,little,none,8609,43,car,good,708,38754
54,female,2,own,little,none,4451,37,education,good,782,38541
29,female,NA,rent,little,rich,3855,18,business,good,777,33932
55,female,3,rent,moderate,moderate,7759,15,business,bad,677,10000
64,male,3,free,moderate,little,7981,31,radio/TV,bad,488,NA
23,female,2,rent,rich,rich,4922,10,furniture/equipment,bad,632,19167
42,female,1,rent,little,none,4312,48,business,good,740,45782
54,female,1,rent,rich,none,NA,43,radio/TV,good,661,41118
20,male,2,rent,none,none,6610,42,furniture/equipment,bad,677,57456
NA,male,2,rent,none,little,3498,NA,business,good,718,43254
NA,female,1,own,rich,little,NA,16,car,bad,580,66671
43,male,3,rent,none,moderate,6802,42,car,good,579,57824
44,male,2,free,little,little,NA,NA,business,good,NA,42074
49,male,1,rent,moderate,rich,8100,NA,car,bad,476,29824
39,male,1,own,moderate,little,3124,23,furniture/equipment,bad,633,19188
32,male,1,own,moderate,little,6490,43,business,good,644,42102
58,female,1,rent,rich,none,9880,48,education,bad,722,30077
59,female,3,rent,moderate,little,1753,15,NA,bad,698,36431
25,female,NA,free,none,rich,5718,27,NA,good,804,68026
33,male,2,own,NA,NA,7324,41,NA,good,599,36742
20,male,1,rent,NA,moderate,4090,17,radio/TV,good,658,NA
NA,male,3,free,little,moderate,5913,37,car,good,725,23533
51,male,1,own,little,moderate,10758,54,radio/TV,bad,518,23529
35,NA,3,free,moderate,little,1742,20,furniture/equipment,good,723,65383
47,female,NA,rent,rich,moderate,6132,29,car,good,700,NA
37,female,1,free,little,little,1605,NA,business,good,493,53783
50,male,2,free,rich,little,9889,37,furniture/equipment,good,757,64349
47,female,1,rent,NA,little,5389,NA,business,good,552,34866
23,female,1,rent,none,little,883,47,radio/TV,good,723,19560
36,female,1,rent,none,none,5344,48,business,good,699,24224
22,male,3,own,moderate,moderate,6484,54,furniture/equipment,good,667,41849
40,NA,1,rent,rich,little,3260,54,education,good,760,40234
55,female,2,free,rich,moderate,13420,10,business,bad,541,44975
22,NA,3,NA,little,none,6052,38,radio/TV,bad,706,32112
54,male,1,own,moderate,little,3487,19,education,good,697,51303
57,male,2,free,none,moderate,2007,NA,NA,good,643,57806
37,male,3,rent,moderate,rich,8290,44,NA,bad,717,29590
35,NA,2,free,rich,moderate,9410,NA,radio/TV,bad,800,25444
55,female,2,NA,little,little,2678,40,car,bad,500,30363
